stock_id,year,month,price_high,price_low,price_open,price_close,volume
3,2018,2,116.24,113.11,115.83,109.93,6538883
4,2013,2,38.79,35.57,35.83,36.92,112921716
4,2013,3,40.26,37.59,36.55,40.78,122192214
4,2013,4,45.83,41.14,39.96,46.05,176090272
4,2013,5,47.12,44.45,45.55,42.69,119553298
4,2013,6,44.33,42.4,42.75,41.34,107878784
4,2013,7,45.08,41.93,41.07,45.48,85648567
4,2013,8,45.14,42.81,45.04,42.61,78314838
4,2013,9,48.21,43.14,42.31,44.73,94904034
4,2013,10,49.57,45.31,44.81,48.45,117966886
4,2013,11,49.19,47.93,48.5,48.45,88610940
4,2013,12,53.43,48.68,48.02,52.81,142946519
4,2014,1,52.7,47.83,51.52,49.23,163965597
4,2014,2,51.82,47.97,47.06,50.91,121062527
4,2014,3,54.22,50.86,49.79,51.4,122231827
4,2014,4,53.78,47.21,51.54,52.08,154860337
4,2014,5,54.2,51.3,51.41,54.33,92470150
4,2014,6,56.58,53.95,53.91,56.44,122892565
4,2014,7,57.91,53.4,56.17,52.34,325955460
4,2014,8,55.85,52.64,51.75,55.28,213146828
4,2014,9,59.84,55.53,54.96,57.76,241528330
4,2014,10,63.06,53.9,56.96,63.46,466044277
4,2014,11,69.0,62.33,62.94,69.2,121411653
4,2014,12,69.81,66.47,68.83,65.44,157665404
4,2015,1,68.16,62.68,65.49,60.35,167925857
4,2015,2,61.6,56.35,58.65,60.5,258899242
4,2015,3,61.5,56.03,60.06,58.54,293361775
4,2015,4,66.02,57.81,56.33,64.66,261303103
4,2015,5,67.42,64.53,63.88,66.59,219975274
4,2015,6,70.52,67.05,66.26,67.19,211736129
4,2015,7,71.29,68.44,67.68,70.01,181339534
4,2015,8,70.37,63.22,69.28,62.41,221581026
4,2015,9,61.52,54.19,60.16,54.41,241249346
4,2015,10,57.87,51.73,53.93,59.55,267052568
4,2015,11,63.7,60.21,61.44,58.15,158003518
4,2015,12,59.5,55.39,57.16,59.24,160606497
4,2016,1,59.1,54.62,56.4,54.9,217736110
4,2016,2,56.74,52.97,52.51,54.61,183337851
4,2016,3,57.67,56.09,54.24,57.12,141152932
4,2016,4,61.3,57.57,56.36,61.0,140377868
4,2016,5,63.77,59.84,60.7,62.93,206075202
4,2016,6,64.76,59.68,62.63,61.91,211647191
4,2016,7,65.27,62.71,61.83,66.23,153745568
4,2016,8,67.47,64.45,66.23,64.1,150348324
4,2016,9,65.05,63.26,63.6,63.07,137691460
4,2016,10,63.31,57.3,62.25,55.78,133970519
4,2016,11,64.1,56.61,55.68,60.8,195496801
4,2016,12,62.73,60.0,58.75,62.62,149415214
4,2017,1,64.05,60.47,61.94,61.11,156335976
4,2017,2,62.11,60.86,60.27,61.84,126886726
4,2017,3,66.4,62.93,61.95,65.16,143066152
4,2017,4,66.06,63.93,64.88,65.94,103923723
4,2017,5,67.19,65.62,65.94,66.02,124444304
4,2017,6,73.2,66.72,66.12,72.51,131258676
4,2017,7,74.63,70.58,72.37,69.91,99934538
4,2017,8,74.11,70.44,70.35,75.3,97305925
4,2017,9,89.39,75.58,75.26,88.86,192331169
4,2017,10,96.78,90.41,88.91,90.25,138207024
4,2017,11,96.36,92.34,90.27,96.92,100958346
4,2017,12,98.5,94.57,94.3,96.71,85781411
4,2018,1,121.5,98.9,96.75,112.22,143369218
4,2018,2,115.5,113.52,112.23,113.62,51094356
5,2013,2,47.22,46.62,46.46,47.2,23734147
5,2013,3,51.39,48.14,46.89,51.45,56633886
5,2013,4,56.42,51.66,51.29,54.12,67539716
5,2013,5,55.03,54.4,53.76,54.08,46117754
5,2013,6,55.78,53.08,52.38,55.83,57745356
5,2013,7,58.97,55.23,54.97,58.27,43667597
5,2013,8,59.46,57.09,58.37,56.92,33353477
5,2013,9,62.23,57.88,57.21,61.1,22200552
5,2013,10,65.95,61.48,61.1,65.33,31049340
5,2013,11,70.77,66.38,65.16,70.53,28489336
5,2013,12,70.79,68.76,70.63,70.31,33243273
5,2014,1,71.49,67.49,69.48,67.22,39094330
5,2014,2,68.87,65.12,65.1,67.85,34264723
5,2014,3,69.25,64.82,66.97,65.59,38435015
5,2014,4,66.0,63.68,65.32,65.18,42956918
5,2014,5,73.34,64.89,63.85,73.18,44089465
5,2014,6,73.51,71.9,73.08,72.66,31267363
5,2014,7,77.99,72.99,72.59,76.91,32777692
5,2014,8,77.28,75.57,76.54,77.39,27003706
5,2014,9,78.22,77.1,77.05,77.3,28143822
5,2014,10,87.95,75.87,76.44,85.41,44449571
5,2014,11,90.49,86.96,85.58,91.05,31704792
5,2014,12,92.4,91.02,90.28,90.16,32705162
5,2015,1,98.8,90.74,89.82,95.05,44111147
5,2015,2,103.08,95.77,93.6,102.76,33072373
5,2015,3,113.9,103.25,102.44,113.67,44470376
5,2015,4,117.39,112.59,111.41,114.3,38214886
5,2015,5,115.62,113.62,113.83,112.56,41603484
5,2015,6,112.81,107.31,111.83,106.34,38558567
5,2015,7,114.65,106.25,106.87,105.75,43473514
5,2015,8,107.37,100.85,105.14,100.04,43908752
5,2015,9,106.58,96.68,97.55,94.99,42481718
5,2015,10,97.68,93.69,93.2,96.51,69719328
5,2015,11,100.33,97.63,96.56,98.64,35878270
5,2015,12,104.94,99.21,98.81,103.71,40738147
5,2016,1,102.31,89.6,101.29,89.56,60278247
5,2016,2,89.11,84.24,87.66,86.62,58846453
5,2016,3,89.06,86.86,86.47,86.55,44630529
5,2016,4,92.03,85.15,86.0,85.1,49937816
5,2016,5,85.19,74.07,84.51,74.98,69425841
5,2016,6,77.66,75.18,74.59,79.32,55333140
5,2016,7,86.39,80.43,79.11,85.19,39947391
5,2016,8,89.71,86.32,85.11,86.97,44165451
5,2016,9,87.6,81.64,86.58,80.78,47872265
5,2016,10,81.26,70.94,79.99,70.32,49115937
5,2016,11,82.16,71.16,69.65,77.99,81570795
5,2016,12,79.9,76.83,77.61,78.19,40754789
5,2017,1,86.62,83.1,78.31,87.28,51240937
5,2017,2,92.31,88.7,86.09,91.51,40010071
5,2017,3,92.22,86.28,91.69,88.5,37417238
5,2017,4,88.41,81.57,86.8,82.05,31018401
5,2017,5,91.33,82.92,81.86,91.77,37810953
5,2017,6,96.68,92.19,91.44,94.53,26682982
5,2017,7,94.91,91.67,94.4,93.82,20888392
5,2017,8,92.19,78.53,89.09,80.25,47467537
5,2017,9,84.19,80.09,79.22,82.75,29041307
5,2017,10,84.23,77.78,82.38,76.95,45587442
5,2017,11,85.0,75.2,76.31,84.82,47167474
5,2017,12,94.08,85.25,81.21,91.82,34932880
5,2018,1,105.14,94.07,92.12,99.67,33372646
5,2018,2,99.09,93.37,95.73,94.22,13810080
6,2013,2,35.18,34.36,34.29,33.79,125701686
6,2013,3,35.03,33.69,33.55,35.32,147924265
6,2013,4,37.45,35.31,34.95,36.92,154942513
6,2013,5,38.26,36.08,36.62,36.67,158665178
6,2013,6,37.47,35.38,36.13,34.88,146867919
6,2013,7,36.98,34.72,34.9,36.63,156751422
6,2013,8,36.89,33.73,36.68,33.33,132761824
6,2013,9,35.66,33.42,32.7,33.19,175887449
6,2013,10,37.36,33.39,33.12,36.55,190012208
6,2013,11,38.75,37.02,36.61,38.19,123311543
6,2013,12,38.52,36.61,38.03,38.33,119129683
6,2014,1,39.86,36.5,38.0,36.66,168385158
6,2014,2,39.62,36.44,35.8,39.78,166792296
6,2014,3,40.49,38.58,38.83,38.51,178349783
6,2014,4,38.87,37.25,38.23,38.74,158570973
6,2014,5,39.86,38.79,38.39,40.01,112562425
6,2014,6,41.21,39.8,39.68,40.9,111959877
6,2014,7,43.24,41.3,40.98,42.12,124625922
6,2014,8,42.73,41.72,41.84,42.24,75705206
6,2014,9,43.96,41.99,41.94,41.59,96647850
6,2014,10,44.05,40.3,41.01,43.59,129634560
6,2014,11,44.59,43.63,43.06,44.51,79730049
6,2014,12,46.13,44.36,44.2,45.02,110977621
6,2015,1,45.75,44.02,44.63,44.76,116078043
6,2015,2,47.55,45.01,44.28,47.37,112823090
6,2015,3,47.66,46.61,47.13,46.33,113588158
6,2015,4,48.36,46.37,45.55,46.42,98184964
6,2015,5,49.18,46.72,46.4,48.6,89226772
6,2015,6,50.22,48.36,48.57,49.08,108410887
6,2015,7,51.33,49.63,49.08,50.69,118347107
6,2015,8,50.98,44.12,50.14,45.29,148134359
6,2015,9,44.52,40.15,43.37,40.22,160514004
6,2015,10,45.19,40.8,40.18,44.8,173992535
6,2015,11,46.03,44.36,44.6,44.92,109831113
6,2015,12,46.09,44.19,44.94,44.91,120192575
6,2016,1,43.94,37.87,42.5,37.85,178808594
6,2016,2,39.48,36.85,36.17,38.74,148836092
6,2016,3,41.65,38.89,38.8,41.83,146244098
6,2016,4,44.48,40.38,41.36,38.9,180307265
6,2016,5,39.33,37.68,38.42,39.63,251980865
6,2016,6,39.52,37.54,39.3,39.31,224956357
6,2016,7,44.38,39.56,39.16,44.75,219211525
6,2016,8,45.72,42.98,44.72,42.02,227351788
6,2016,9,42.36,41.04,41.74,42.29,161481133
6,2016,10,43.2,39.54,41.88,39.24,187784564
6,2016,11,41.5,38.75,38.64,38.07,180434876
6,2016,12,39.42,38.08,37.38,38.41,178429130
6,2017,1,41.11,39.08,38.34,41.77,211271813
6,2017,2,45.51,42.37,41.44,45.08,165452156
6,2017,3,45.77,44.66,45.19,44.41,148917233
6,2017,4,44.53,42.96,44.08,43.64,135570319
6,2017,5,45.2,43.28,43.32,45.66,132887398
6,2017,6,49.21,46.1,45.47,48.61,160419566
6,2017,7,50.98,48.43,48.66,49.18,114459104
6,2017,8,50.3,48.77,49.09,50.94,99870473
6,2017,9,54.75,51.18,50.81,53.36,125180692
6,2017,10,56.21,53.7,53.2,54.23,123636667
6,2017,11,56.3,54.57,53.61,56.37,110108918
6,2017,12,57.6,54.85,55.27,57.07,128811376
6,2018,1,63.18,58.91,57.82,62.16,156005479
6,2018,2,62.2,59.26,61.66,58.67,54083697
7,2013,2,75.4,73.27,72.82,74.36,32174557
7,2013,3,78.38,74.32,73.62,75.97,52727048
7,2013,4,80.92,75.13,75.55,81.44,65784656
7,2013,5,83.27,79.35,79.71,82.11,60562607
7,2013,6,82.87,72.25,81.6,71.96,77005346
7,2013,7,75.98,72.45,72.0,73.81,78295890
7,2013,8,74.54,71.87,73.75,72.25,66292357
7,2013,9,78.05,73.33,72.67,73.64,70543524
7,2013,10,74.78,70.75,73.31,73.5,68987097
7,2013,11,78.64,73.23,72.92,77.47,61377998
7,2013,12,82.46,74.62,76.15,82.22,75331641
7,2014,1,84.81,80.38,81.09,79.88,70408572
7,2014,2,84.0,78.51,77.66,83.35,47476903
7,2014,3,84.32,79.86,81.78,79.72,69517579
7,2014,4,79.79,77.63,78.97,80.22,71964008
7,2014,5,80.46,78.83,79.65,81.45,42592217
7,2014,6,84.07,81.6,81.09,80.84,60239816
7,2014,7,81.26,79.79,80.91,79.28,50873478
7,2014,8,81.46,78.14,78.5,81.06,42683418
7,2014,9,82.14,79.37,80.91,81.32,67907799
7,2014,10,83.83,76.19,79.54,81.12,74326609
7,2014,11,85.29,81.29,80.67,86.33,43764843
7,2014,12,91.48,82.85,85.61,89.31,62126040
7,2015,1,89.95,85.44,88.43,84.03,54806758
7,2015,2,90.82,85.85,83.47,90.03,41497276
7,2015,3,94.15,88.21,89.73,93.69,68505760
7,2015,4,95.64,93.41,92.68,92.65,48846178
7,2015,5,97.71,93.67,92.7,96.04,39463883
7,2015,6,100.2,95.4,95.61,96.78,49600471
7,2015,7,103.0,97.58,97.31,103.11,48479551
7,2015,8,105.0,95.27,102.39,94.27,57000025
7,2015,9,98.96,93.5,91.68,98.26,60094878
7,2015,10,109.07,99.0,97.05,107.2,55515022
7,2015,11,107.97,104.5,107.08,107.22,46896036
7,2015,12,109.13,103.13,107.22,104.5,54961773
7,2016,1,103.37,99.72,100.97,105.54,66082156
7,2016,2,105.27,93.92,104.73,100.26,72193525
7,2016,3,115.4,102.56,101.0,115.4,68423237
7,2016,4,116.08,113.23,114.7,112.92,49573270
7,2016,5,119.23,113.88,112.31,118.97,37905336
7,2016,6,119.94,110.75,118.11,113.29,50792827
7,2016,7,117.5,113.11,113.29,112.81,43822104
7,2016,8,115.47,112.99,112.3,115.0,42293025
7,2016,9,121.78,110.49,114.04,122.17,58698612
7,2016,10,121.59,115.87,120.64,116.24,50003647
7,2016,11,121.01,116.7,115.45,119.43,54965407
7,2016,12,125.25,117.95,117.12,117.13,49416188
7,2017,1,117.38,114.02,115.82,113.87,52906512
7,2017,2,123.01,113.77,112.31,122.5,38175650
7,2017,3,125.22,119.8,122.46,119.88,65635244
7,2017,4,120.19,115.73,117.0,121.3,42333931
7,2017,5,124.0,120.87,121.1,124.47,40498436
7,2017,6,128.47,122.84,123.86,123.68,56433208
7,2017,7,129.7,123.63,123.79,128.82,33694681
7,2017,8,130.06,128.29,129.54,130.76,32309047
7,2017,9,138.5,130.39,129.87,135.07,50821620
7,2017,10,143.39,135.68,134.62,142.36,41081231
7,2017,11,148.56,143.19,141.47,148.01,34120434
7,2017,12,156.09,147.97,145.75,153.09,40817009
7,2018,1,162.33,154.1,152.78,160.7,42247624
7,2018,2,160.16,155.18,159.54,155.15,14788191
8,2013,2,39.54,38.66,38.15,39.31,45986734
8,2013,3,42.9,39.88,38.96,43.52,80142690
8,2013,4,45.18,43.78,43.23,45.08,74737420
8,2013,5,47.0,42.53,44.61,42.91,80224822
8,2013,6,46.43,43.36,42.76,45.56,81536783
8,2013,7,48.52,46.48,44.88,47.28,61207608
8,2013,8,47.62,45.45,47.41,45.75,51408336
8,2013,9,52.07,46.57,45.7,51.94,90207872
8,2013,10,54.87,49.87,51.84,54.22,93696790
8,2013,11,57.56,54.67,54.14,56.78,68115812
8,2013,12,60.63,54.94,56.61,59.88,90749722
8,2014,1,61.59,58.77,58.94,59.19,67794774
8,2014,2,70.25,59.26,57.32,68.63,77982247
8,2014,3,69.21,65.16,67.14,65.74,93609671
8,2014,4,66.07,60.93,65.44,61.69,92739645
8,2014,5,65.75,59.61,61.31,64.54,62385912
8,2014,6,73.82,64.46,63.68,72.36,72628843
8,2014,7,73.07,71.54,71.8,69.25,49992964
8,2014,8,72.44,68.64,68.52,71.9,44975270
8,2014,9,73.58,67.22,71.84,69.19,73813120
8,2014,10,69.89,62.3,67.51,70.12,81850747
8,2014,11,73.13,70.27,69.66,73.68,50942534
8,2014,12,75.66,71.14,73.2,72.7,78545769
8,2015,1,73.44,70.4,71.89,70.13,44946407
8,2015,2,79.24,71.2,69.04,79.1,36079414
8,2015,3,79.63,73.36,78.72,73.94,62752306
8,2015,4,76.84,74.3,73.03,76.06,43561017
8,2015,5,80.34,74.84,75.66,79.09,41860407
8,2015,6,84.22,78.05,78.59,81.01,69709459
8,2015,7,82.65,80.52,80.71,81.99,64727179
8,2015,8,86.98,77.61,80.7,78.57,66489201
8,2015,9,85.07,77.33,75.63,82.22,87621488
8,2015,10,89.0,82.48,81.57,88.66,86100365
8,2015,11,92.41,89.8,88.47,91.46,38706561
8,2015,12,95.7,90.43,91.1,93.94,62904067
8,2016,1,92.01,85.74,90.54,89.13,64431078
8,2016,2,88.91,75.53,87.9,85.15,94749987
8,2016,3,98.0,85.29,84.59,93.8,92264285
8,2016,4,97.0,93.67,92.77,94.22,51712907
8,2016,5,100.14,93.59,93.81,99.47,41953246
8,2016,6,99.98,92.03,98.93,95.79,70867989
8,2016,7,98.4,95.48,95.0,97.86,38605851
8,2016,8,102.09,96.68,97.22,102.31,37654642
8,2016,9,109.5,99.55,101.81,108.54,65685844
8,2016,10,110.76,108.13,108.16,107.51,35132385
8,2016,11,108.68,104.4,106.04,102.81,57239252
8,2016,12,107.8,100.14,98.87,102.95,61819983
8,2017,1,113.79,104.03,102.81,113.38,49310765
8,2017,2,120.1,113.58,112.68,118.34,38524324
8,2017,3,129.57,120.12,118.38,130.13,61398516
8,2017,4,133.5,129.96,128.88,133.74,38278726
8,2017,5,143.04,134.85,133.71,141.86,49219076
8,2017,6,146.06,137.9,140.93,141.44,75838395
8,2017,7,149.87,141.18,138.31,146.49,35498143
8,2017,8,154.36,147.1,147.54,155.16,34315098
8,2017,9,156.76,146.35,154.38,149.18,55166717
8,2017,10,177.0,148.46,147.52,175.16,73795776
8,2017,11,185.62,176.94,174.7,181.47,43738279
8,2017,12,180.34,171.78,177.13,175.24,64958499
8,2018,1,202.29,177.8,175.26,199.76,55307248
8,2018,2,199.12,194.82,198.08,192.34,16449235
9,2013,2,46.9,45.31,44.45,45.22,38396592
9,2013,3,46.65,45.06,44.41,46.49,40220673
9,2013,4,46.28,42.69,45.31,43.99,61307564
9,2013,5,46.84,44.35,43.76,45.93,47041400
9,2013,6,46.44,44.62,45.37,45.06,44118285
9,2013,7,49.14,45.6,45.0,49.38,40738518
9,2013,8,49.74,46.37,49.57,46.28,32264012
9,2013,9,48.73,47.2,46.55,47.05,31361998
9,2013,10,49.11,45.99,46.75,49.3,40557385
9,2013,11,50.69,48.56,49.05,48.22,45689043
9,2013,12,51.0,48.43,47.8,50.93,38236743
9,2014,1,50.48,48.72,49.04,48.27,45460539
9,2014,2,51.9,47.75,47.14,50.82,43377707
9,2014,3,53.87,50.78,50.23,53.14,47794943
9,2014,4,54.24,51.35,53.22,51.29,40493947
9,2014,5,52.74,50.93,50.77,52.38,42621758
9,2014,6,55.64,52.56,51.92,54.07,39782723
9,2014,7,54.76,50.72,53.73,49.63,38367834
9,2014,8,52.75,49.62,49.47,51.12,37833782
9,2014,9,51.1,49.33,50.4,49.49,46644551
9,2014,10,49.35,44.38,48.17,49.62,79552861
9,2014,11,54.95,49.92,49.48,54.64,37639145
9,2014,12,57.99,54.94,54.19,55.52,53214674
9,2015,1,55.68,53.36,54.97,52.1,36274495
9,2015,2,59.31,52.47,51.29,58.54,37179368
9,2015,3,64.18,57.55,58.54,63.0,55036920
9,2015,4,64.74,62.67,62.01,61.84,42093829
